TRI Incident Number,ForceType,InjuryLevel,Member Injured,Rank Grouped,Assignment,Member Gender,Race
2021102962132,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,BLACK
2021103962032,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,BLACK
2021103962032,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,BLACK
2021103962168,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,BLACK
2021134962086,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,BLACK
2021139962059,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,BLACK
2022024962026,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,BLACK
2022024962060,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,BLACK
2022024962060,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,BLACK
2022024962065,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,BLACK
2022025962030,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,BLACK
2022041962017,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,BLACK
2022059962085,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,BLACK
2022059962085,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,BLACK
2022059962137,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,BLACK
2022062962084,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,BLACK
2022063962051,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,BLACK
2022063962052,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,BLACK
2022063962052,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,BLACK
2022063962054,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,BLACK
2022063962054,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,BLACK
2022081962042,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,BLACK
2022082962015,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,BLACK
2022082962053,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,BLACK
2022090962034,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,BLACK
2022091962025,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,BLACK
2022098962044,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,BLACK
2022100962047,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,BLACK
2022100962078,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,BLACK
2022103962018,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,BLACK
2022103962107,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,BLACK
2022133962062,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,BLACK
2022140962036,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,BLACK
2020059962087,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,BLACK
2020139962115,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,BLACK
2020020962105,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2020028962098,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2020033962032,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2020038962029,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2020047962032,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2020051962038,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2020067962136,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2020085962026,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2020086962098,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2020089962041,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2020090962066,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2020096962061,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2020098962078,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2020121962069,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2020126962017,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2020127962044,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2021020962050,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2021024962020,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2021024962129,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2021024962141,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2021025962051,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2021028962067,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,OTH/UNK
2021033962097,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2021042962019,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2021043962030,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2021044962031,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2021044962137,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2021052962092,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2021079962018,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2021079962042,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2021079962080,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2021080962064,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2021090962058,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2021090962092,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2021090962137,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2021092962090,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2021094962169,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2021094962215,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2021095962016,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2021095962048,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2021097962034,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2021103962083,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2021103962156,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2021123962063,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2021126962072,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2021127962040,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2021127962045,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2021128962034,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2021131962029,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2022024962050,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2022049962051,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2022051962032,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2022080962016,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2022090962054,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2022092962037,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2022094962053,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2022095962021,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2022097962017,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2022097962035,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2022100962079,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2022103962129,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2022133962125,Physical Force,Physical Injury,Y,Police Officer,OTHER,MALE,ASIAN
2020033962067,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,BLACK
2020059962329,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,BLACK
2020066962238,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,BLACK
2020088962015,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,BLACK
2020088962061,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,BLACK
2020092962053,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,BLACK
2020096962048,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,BLACK
2020096962095,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,BLACK
2020103962049,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,BLACK
2020103962176,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,BLACK
2020131962029,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,BLACK
2021025962079,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,BLACK
2021028962021,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,BLACK
2021033962019,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,BLACK
2021033962132,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,BLACK
2021033962161,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,BLACK
2021033962231,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,BLACK
2021033962312,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,BLACK
2021037962068,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,BLACK
2021037962110,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,BLACK
2021038962087,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,BLACK
2021044962087,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,BLACK
2021044962190,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,BLACK
2021059962202,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,BLACK
2021067962094,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,BLACK
2021082962095,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,BLACK
2021085962015,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,BLACK
2021097962025,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,BLACK
2021098962016,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,BLACK
2021098962139,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,BLACK
2021100962018,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,BLACK
2021126962034,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,BLACK
2022033962021,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,BLACK
2022033962037,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,BLACK
2022033962066,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,BLACK
2022033962066,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,BLACK
2022033962186,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,BLACK
2022068962037,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,BLACK
2022094962096,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,BLACK
2022100962083,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,BLACK
2022103962084,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,BLACK
2022122962155,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,BLACK
2022130962019,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,BLACK
2021033962179,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2020026962024,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2020032962030,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2020033962026,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2020033962034,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2020033962180,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2020037962134,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2020037962135,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2020041962024,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2020044962026,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2020044962125,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2020045962028,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2020062962027,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2020063962059,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2020063962120,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2020063962204,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2020079962025,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2020079962062,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2020092962131,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2020097962084,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2020102962115,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2020103962019,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2020139962128,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2021020962041,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2021020962080,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2021033962056,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2021033962064,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2021033962079,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2021033962079,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2021033962150,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2021033962150,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2021033962206,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2021033962212,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2021033962280,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2021033962313,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2021036962076,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2021043962037,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2021045962037,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2021059962142,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2021065962100,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2021071962140,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2021086962134,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2021088962108,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2021092962032,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2021092962179,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2021094962126,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2021097962059,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2021097962062,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2021098962063,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2021100962022,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2021119962043,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2021122962136,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2021129962057,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2021133962196,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2021133962202,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2021134962048,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2021139962026,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2022020962074,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2022020962085,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2022033962054,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2022033962056,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2022033962105,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2022033962156,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2022033962172,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2022033962189,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2022037962071,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2022042962087,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2022043962035,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2022044962025,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2022092962036,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2022097962030,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2022097962042,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2022098962049,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2022107962034,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2022113962037,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2022122962143,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2022127962059,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2022129962048,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,ASIAN
2020020962032,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2020033962028,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2020033962156,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2020033962180,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2020033962189,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2020037962093,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2020037962122,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2020039962018,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2020041962024,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2020042962027,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2020042962076,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2020044962110,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2020059962040,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2020059962127,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2020059962131,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2020063962035,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2020064962072,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2020065962161,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2020066962238,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2020089962139,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2020092962093,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2020092962093,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2020094962046,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2020096962043,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2020096962091,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2020097962046,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2020097962054,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2020100962132,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2020102962115,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2020109962035,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2021020962041,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2021020962072,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2021024962142,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2021028962101,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2021033962019,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2021033962038,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2021033962154,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2021033962171,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2021033962222,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2021033962223,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2021033962265,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2021033962334,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2021036962076,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2021037962015,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2021037962035,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2021037962073,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2021039962021,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2021044962055,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2021044962182,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2021045962037,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2021051962051,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2021059962076,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2021059962161,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2021061962091,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2021061962188,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2021061962188,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2021063962028,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2021063962061,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2021063962120,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2021063962204,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2021065962208,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2021065962300,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2021066962083,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2021069962059,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2021071962158,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2021089962129,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2021092962105,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2021094962165,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2021094962237,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2021119962043,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2021128962066,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2021134962048,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2022020962077,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2022024962066,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2022024962067,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2022033962021,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2022033962054,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2022033962091,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2022033962123,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2022033962139,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2022033962156,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2022033962176,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2022033962195,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2022036962027,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2022037962037,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2022037962070,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2022037962071,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2022043962016,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2022043962021,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2022044962016,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2022059962073,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2022059962086,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2022059962086,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2022059962126,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2022060962048,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
